Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Social Support,Health Life Expectancy,Freedom,Trust (Government Corruption),Generosity,Year,Latitude,Longitude
El Salvador,34,6.34829998,0.89090757,0.8060922620000001,0.661082611,0.833805263,0.754319906,-0.12107297800000001,2020,13.794185,-88.89653
Kosovo,35,6.325200081,0.92044296,0.8207265140000001,0.638855553,0.861535907,0.922328293,0.19093376399999998,2020,42.6026359,20.902977
Panama,36,6.304800033999999,1.00342341,0.902094483,0.696030121,0.880366504,0.851588905,-0.153927714,2020,8.537981,-80.782127
Slovakia,37,6.280600071,1.03477497,0.9224937559999999,0.689063416,0.7499526740000001,0.918096125,-0.12440930300000001,2020,48.669026,19.699024
Uzbekistan,38,6.257599831,0.87403717,0.926595807,0.651075745,0.974998116,0.501497388,0.248427153,2020,41.377491,64.585262
Chile,39,6.228499889,1.00320549,0.879713595,0.699006195,0.7448962929999999,0.838239431,-0.065668367,2020,-35.675147,-71.542969
Bahrain,40,6.227300167,1.06763802,0.876342118,0.685,0.905855775,0.7393470999999999,0.13372919,2020,26.0667,50.5577
Lithuania,41,6.215499877999999,1.0343626,0.926107109,0.67294075,0.747381449,0.809583843,-0.21972529600000001,2020,55.169438,23.881275
Trinidad and Tobago,42,6.1918997760000005,1.02600021,0.91529417,0.635,0.8579071159999999,0.9122306109999999,0.000526841,2020,10.691803,-61.222503
Poland,43,6.1862998010000005,1.02651243,0.874257445,0.693111343,0.8620557790000001,0.6869270209999999,-0.205084071,2020,51.919438,19.145136
Colombia,44,6.163400172999999,0.95003691,0.884440243,0.67699585,0.8361799120000001,0.86457181,-0.161235645,2020,4.570868,-74.297333
Cyprus,45,6.15899992,1.04057026,0.8059962390000001,0.7370222470000001,0.7798582909999999,0.8562717440000001,0.043731495999999995,2020,35.126413,33.429859
Nicaragua,46,6.13710022,0.84931602,0.8574970359999999,0.675071793,0.8639028670000001,0.665950119,0.020959141,2020,12.865416,-85.207229
Romania,47,6.123700142000001,1.0107584,0.8251615170000001,0.672072372,0.842823207,0.9343002440000001,-0.19781521,2020,45.943161,24.96676
Kuwait,48,6.102099895,1.10898247,0.8464752440000001,0.667676468,0.8723664879999999,0.7608490590000001,-0.100184701,2020,29.31166,47.481766
Mauritius,49,6.101299762999999,0.99567862,0.910357833,0.6640434270000001,0.889534533,0.8053430909999999,-0.018318573,2020,-20.348404,57.55215200000001
Kazakhstan,50,6.0578999520000005,1.01146584,0.934744895,0.646099625,0.811601937,0.7644908429999999,-0.068488635,2020,48.019573,66.923684
Estonia,51,6.0218000410000005,1.03400173,0.9347299929999999,0.6860495759999999,0.87770915,0.623073816,-0.111697771,2020,58.595272,25.0136071
Philippines,52,6.006000042,0.89935455,0.8467300529999999,0.619267616,0.915463448,0.7336341140000001,-0.105463006,2020,12.879721,121.774017
Hungary,53,6.000400066,1.02492437,0.921934128,0.6760997009999999,0.718964577,0.892916501,-0.19432301800000001,2020,47.162494,19.5033041
Thailand,54,5.9987998010000005,0.97417917,0.8899732229999999,0.672505951,0.905063033,0.8862723109999999,0.268685192,2020,15.870032,100.992541
Argentina,55,5.974699974,0.9810955,0.900567949,0.688038025,0.831132412,0.8420098420000001,-0.194913864,2020,-38.416097,-63.61667199999999
Honduras,56,5.953199862999999,0.84245348,0.821870148,0.6719876859999999,0.870603263,0.801131904,0.086969115,2020,15.199999,-86.241905
Latvia,57,5.9499998089999995,1.01753197,0.9182885890000001,0.668074646,0.671237648,0.7955800890000001,-0.186888844,2020,56.879635,24.603189
Ecuador,58,5.925199986,0.92460585,0.836418986,0.685000382,0.8598289490000001,0.8012151120000001,-0.127014965,2020,-1.831239,-78.18340599999999
Portugal,59,5.9109001160000005,1.02637425,0.8865907190000001,0.724020233,0.8887478109999999,0.8926295040000001,-0.220714301,2020,39.39987199999999,-8.224454
Jamaica,60,5.889800072000001,0.90062504,0.9157018659999999,0.670999985,0.8580685259999999,0.8888900279999999,-0.12510676699999998,2020,18.109581,-77.297508
South Korea,61,5.872399807000001,1.05105667,0.7993871570000001,0.736027298,0.6129651070000001,0.789067447,-0.043404032,2020,35.907757,127.766922
Japan,62,5.870800018,1.0579688999999999,0.883545935,0.7500096890000001,0.8099613790000001,0.654558063,-0.24691034899999997,2020,36.204824,138.252924
Peru,63,5.796800137000001,0.94563131,0.8310752509999999,0.68100235,0.8247660990000001,0.8937149640000001,-0.16238822,2020,-9.189967,-75.015152
Serbia,64,5.77820015,0.96809807,0.881475747,0.682102051,0.726495862,0.843509018,-0.073676221,2020,44.016521,21.005859
Bolivia,65,5.747499942999999,0.88511152,0.803108692,0.636004715,0.875873327,0.8226062059999999,-0.09168113,2020,-16.290154,-63.58865299999999
Pakistan,66,5.69329977,0.84827271,0.689062297,0.582531357,0.734833717,0.7457054259999999,0.04489987,2020,30.375321,69.34511599999999
Paraguay,67,5.6921000479999995,0.93899822,0.8987278940000001,0.656399384,0.885923445,0.8347885009999999,0.007997713,2020,-23.442503,-58.443832
Dominican Republic,68,5.6891999239999995,0.96648808,0.882085383,0.658074875,0.8662027720000001,0.755999923,-0.131263286,2020,18.735693,-70.162651
Bosnia and Herzegovina,69,5.674099922000001,0.94558172,0.829204142,0.67808136,0.651352704,0.933769107,0.098274559,2020,43.915886,17.679076
Moldova,70,5.607500076,0.87767143,0.843313575,0.650130158,0.721609175,0.913314283,-0.037741039,2020,47.411631,28.369885
Tajikistan,71,5.555699825,0.80248108,0.835297108,0.641045914,0.831383407,0.5920760629999999,-0.025088511,2020,38.861034,71.276093
Montenegro,72,5.54610014,0.97518606,0.855314612,0.685053482,0.649565637,0.7831215859999999,-0.075600356,2020,42.708678,19.37439
Russia,73,5.546000004,1.01288719,0.903150737,0.641004562,0.729892612,0.864802599,-0.151153743,2020,61.52401,105.318756
Kyrgyzstan,74,5.541500092000001,0.81484051,0.8872284890000001,0.641060104,0.909374893,0.888396084,0.15477205800000002,2020,41.20438,74.766098
Belarus,75,5.539899826,0.97799454,0.90674746,0.66104332,0.6391630770000001,0.63571167,-0.164926544,2020,53.709807,27.953389
North Cyprus,76,5.53550005,1.04057026,0.820356607,0.7370222470000001,0.79529351,0.62611568,0.00022715900000000005,2020,35.2480359,33.6577243
Greece,77,5.514999866,1.01323261,0.8143803479999999,0.724052582,0.5413451189999999,0.8599314090000001,-0.30090737300000003,2020,39.074208,21.824312
Hong Kong S.A.R. of China,78,5.510399818,1.09346714,0.8459690809999999,0.767717056,0.7798337940000001,0.420607209,0.134979904,2020,22.3193039,114.1693611
Croatia,79,5.504700184,1.00708752,0.874623716,0.702149048,0.714838803,0.916495264,-0.128538325,2020,45.1,15.2000001
Libya,80,5.488800049,0.97898159,0.8259429340000001,0.622999992,0.773157001,0.668779135,-0.085054487,2020,26.3351,17.228331
Mongolia,81,5.4562001229999995,0.94121866,0.9371424909999999,0.623044853,0.693351328,0.863511205,0.09809386699999999,2020,46.862496,103.846656
Malaysia,82,5.384300232,1.02625189,0.816509426,0.671021576,0.8946268559999999,0.8393023009999999,0.11472679699999999,2020,4.210484,101.975766
Vietnam,83,5.353499889,0.88095455,0.849987149,0.679527359,0.939592957,0.79642123,-0.094533332,2020,14.058324,108.277199
Indonesia,84,5.285600185,0.93697519,0.808379889,0.621558495,0.8706144090000001,0.876296401,0.519586504,2020,-0.789275,113.921327
Ivory Coast,85,5.233300208999999,0.82255611,0.658048689,0.49503772700000004,0.727909327,0.7907719609999999,-0.043991156,2020,7.539988999999999,-5.547079999999999
Benin,86,5.21600008,0.76743197,0.46867114299999996,0.543124657,0.735182583,0.7405325770000001,-0.003537213,2020,9.30769,2.315834
Maldives,87,5.197599888,0.95186329,0.91316092,0.705999985,0.8539627790000001,0.824211061,0.038085497999999995,2020,3.202778,73.22068
Congo (Brazzaville),88,5.1943998339999995,0.85369873,0.6402280929999999,0.579244804,0.7190585140000001,0.7517790790000001,-0.123674095,2020,-4.2633597,15.2428853
Azerbaijan,89,5.164800167,0.9687726999999999,0.819308281,0.655084,0.786824107,0.55253756,-0.24025528100000001,2020,40.143105,47.576927
Macedonia,90,5.1598000530000006,0.95105915,0.820392311,0.675044251,0.738840938,0.8974905009999999,-0.019877451,2020,41.608635,21.745275
Ghana,91,5.1479997630000005,0.83506451,0.728601098,0.572039871,0.794796526,0.8479647640000001,0.09417085300000001,2020,7.946527,-1.023194
Nepal,92,5.137199879,0.79253573,0.785512447,0.637791786,0.797565043,0.7380991579999999,0.154168829,2020,28.394857,84.12400799999999
Turkey,93,5.131800175,1.01294193,0.826313555,0.669028168,0.6088304520000001,0.748197377,-0.17104643600000002,2020,38.963745,35.243322
China,94,5.123899937,0.96885681,0.798760593,0.692891922,0.898517907,0.7539710999999999,-0.18142575,2020,35.86166,104.195397
Turkmenistan,95,5.119100093999999,0.97480326,0.958966196,0.622117081,0.8264570240000001,0.883691847,0.187671542,2020,38.969719,59.556278
Bulgaria,96,5.101500034,0.9869319,0.937840343,0.66803978,0.745178163,0.9355851409999999,-0.143908441,2020,42.733883,25.48583
Morocco,97,5.094799995,0.89403133,0.5926284789999999,0.658962402,0.772072434,0.8157246109999999,-0.240377247,2020,31.791702,-7.092619999999999
Cameroon,98,5.084899902,0.81186476,0.700386405,0.527049408,0.7630518079999999,0.8513365979999999,-0.00149645,2020,7.369721999999999,12.354722
Venezuela,99,5.053199768,0.89777937,0.890408158,0.6650534060000001,0.62327832,0.837038398,-0.16909050899999994,2020,6.42375,-66.58973
Algeria,100,5.005099773,0.95379648,0.8033851390000001,0.659051743,0.46661090899999996,0.7354851370000001,-0.121105164,2020,28.033886,1.659626
Senegal,101,4.980800152,0.81189823,0.723616004,0.595991516,0.6905961629999999,0.808785141,-0.052335154,2020,14.497401,-14.452362
Guinea,102,4.949299812,0.77509904,0.637573481,0.544678001,0.7068467740000001,0.761794448,0.076328471,2020,9.945587,-9.696645
Niger,103,4.909599781,0.68421669,0.617435038,0.535000954,0.759772122,0.722530186,0.013860817,2020,17.607789,8.081666
Laos,104,4.888599873,0.87985802,0.7375022170000001,0.5870992279999999,0.907213569,0.634679317,0.11137148,2020,19.85627,102.495496
Albania,105,4.882699966000001,0.94179306,0.671070457,0.687081375,0.7819942240000001,0.896303713,-0.042309489000000006,2020,41.153332,20.168331
Cambodia,106,4.8484001160000005,0.82498903,0.773080647,0.6152996829999999,0.9597046379999999,0.8227690459999999,0.051911179,2020,12.565679,104.990963
Bangladesh,107,4.832799911,0.82870636,0.687292993,0.64503067,0.90062499,0.661843538,-0.033664726,2020,23.684994,90.356331
Gabon,108,4.829299927,0.96805372,0.787886858,0.597153397,0.7048292159999999,0.8491509559999999,-0.22226162300000002,2020,-0.803689,11.609444
South Africa,109,4.814099789,0.94033709,0.8525322679999999,0.56506012,0.7593300940000001,0.843423843,-0.10977732400000001,2020,-30.559482,22.937506
Iraq,110,4.7848000530000006,0.96610956,0.7476949690000001,0.5990354920000001,0.633182645,0.82226181,-0.06956476,2020,33.223191,43.679291
Lebanon,111,4.771500111,0.93617239,0.824338138,0.671065826,0.5513575079999999,0.90225625,-0.06121527,2020,33.854721,35.862285
Burkina Faso,112,4.768700123,0.7468545,0.7129436140000001,0.538894539,0.665563583,0.739795029,-0.019080516000000002,2020,12.238333,-1.561593
Gambia,113,4.750599861,0.73218145,0.6931687,0.550120163,0.733163178,0.6907178159999999,0.34319871700000004,2020,13.443182,-15.310139
Mali,114,4.729300021999999,0.76298523,0.7314689759999999,0.517269821,0.71156615,0.839328408,-0.044366925999999994,2020,17.570692,-3.996166
Nigeria,115,4.724100113,0.85766249,0.73721689,0.49861908,0.759578407,0.861874342,0.033745807,2020,9.081999,8.675277
Armenia,116,4.676799774,0.91004763,0.7574794290000001,0.667506561,0.7120178340000001,0.7735447879999999,-0.13877961,2020,40.069099,45.038189
Georgia,117,4.672599792,0.92261009,0.629033029,0.6449520870000001,0.8016415240000001,0.665944695,-0.22892037,2020,32.1656221,-82.9000751
Iran,118,4.672399998,0.98137197,0.6946896909999999,0.6600614929999999,0.647873282,0.714635968,0.11789110300000001,2020,32.427908,53.688046
Jordan,119,4.6333999630000005,0.90259991,0.80216372,0.667997513,0.75104779,0.700344324,-0.162565202,2020,37.9973704,-97.3342624
Mozambique,120,4.623600006,0.7069346,0.723874032,0.54205822,0.864451885,0.683019102,0.032375867999999995,2020,-18.665695,35.529562
Kenya,121,4.583000183,0.80297756,0.702652037,0.600969315,0.829747558,0.831499159,0.294681519,2020,-0.023559,37.906193
Namibia,122,4.571100235,0.92031412,0.846880972,0.5650148770000001,0.767520964,0.8514497879999999,-0.18530646,2020,-22.95764,18.49041
Ukraine,123,4.56069994,0.90106907,0.878879368,0.64606781,0.663081884,0.920636714,-0.030933706000000002,2020,48.379433,31.1655799
Liberia,124,4.557899952,0.70543804,0.70928055,0.560963135,0.735268712,0.8563759329999999,0.04227322,2020,6.428055,-9.429499000000002
Palestinian Territories,125,4.552800179,0.83892231,0.825295925,0.6225,0.645791829,0.824199975,-0.162079096,2020,31.952162,35.233154
Uganda,126,4.43200016,0.75003896,0.7649946209999999,0.557082024,0.7317139509999999,0.8367378120000001,0.099487431,2020,1.373333,32.290275
Chad,127,4.422699928,0.74679637,0.632388055,0.48220539100000004,0.587305248,0.8027608390000001,0.017834719,2020,15.454166,18.732207
Tunisia,128,4.392199993,0.93149729,0.6887185570000001,0.6689785770000001,0.593361557,0.867590249,-0.216413811,2020,33.886917,9.537499
Mauritania,129,4.374599934,0.82339191,0.7908192279999999,0.570101776,0.551522553,0.746223509,-0.10600814199999999,2020,21.00789,-10.940835
Sri Lanka,130,4.327000141,0.93899698,0.825374067,0.6720006559999999,0.837633669,0.859001756,0.081129618,2020,7.873053999999999,80.77179699999999
Congo (Kinshasa),131,4.31099987,0.66942563,0.6721590159999999,0.529000015,0.700793564,0.809403598,0.083637655,2020,-4.038333,21.758664
Swaziland,132,4.3081002239999995,0.9162674000000001,0.7702901959999999,0.511882362,0.646822274,0.708263338,-0.19920142,2020,-26.522503,31.465866
Myanmar,133,4.308000088,0.86804819,0.78440702,0.589617119,0.895075202,0.645124316,0.560663998,2020,21.916221,95.955974
Comoros,134,4.288599968,0.78336301,0.625662446,0.573490105,0.547612607,0.780622602,0.09000840800000001,2020,-11.6455,43.3333
Togo,135,4.187200069,0.73577113,0.551312625,0.5471989820000001,0.6498286129999999,0.7577334640000001,0.002667875,2020,8.619543,0.824782
Ethiopia,136,4.186200142,0.75093856,0.743307352,0.5863959120000001,0.740795195,0.7536900040000001,0.043377332000000005,2020,9.145000000000001,40.489673
Madagascar,137,4.165599823,0.72816858,0.668195903,0.5910542679999999,0.5575740929999999,0.8174856309999999,-0.011823638999999999,2020,-18.766947,46.869107
Egypt,138,4.151400089,0.93165417,0.7354478240000001,0.6178015139999999,0.708354175,0.787726879,-0.196878314,2020,26.820553,30.802498
Sierra Leone,139,3.926399946,0.72688031,0.636142015,0.508651428,0.715315044,0.861330688,0.088660747,2020,8.460555,-11.779889
Burundi,140,3.775300026,0.64926424,0.490325719,0.534000015,0.626350224,0.606934547,-0.017551597,2020,-3.373056,29.918886
Zambia,141,3.759399891,0.822472,0.698824465,0.5529937739999999,0.806500256,0.801289678,0.078037128,2020,-13.133897,27.849332
Haiti,142,3.720799923,0.74113293,0.593247831,0.5559862520000001,0.537825167,0.6847672459999999,0.40053457,2020,18.971187,-72.285215
Lesotho,143,3.6528000830000003,0.79604883,0.7804957029999999,0.48003624,0.738125861,0.857392073,-0.145732045,2020,-29.609988,28.233608
India,144,3.573299885,0.8849824000000001,0.592200935,0.602151871,0.8814448709999999,0.772042692,0.05755160700000001,2020,20.593684,78.96288
Malawi,145,3.538000107,0.70622263,0.544007301,0.575928879,0.803223193,0.731700778,0.021433279,2020,-13.254308,34.301525
Yemen,146,3.5274000169999997,0.77596827,0.817980587,0.567272835,0.599920273,0.800287724,-0.157735437,2020,15.552727,48.516388
Botswana,147,3.4788999560000002,0.97112036,0.7791217570000001,0.589244537,0.8213281040000001,0.777930915,-0.250394493,2020,-22.328474,24.684866
Tanzania,148,3.4762001039999997,0.79676652,0.6889331940000001,0.574960747,0.82153976,0.619799435,0.10966868699999999,2020,-6.369028,34.888822
Central African Republic,149,3.475899935,0.66251602,0.31945985600000004,0.45200000799999995,0.640880644,0.891806662,0.082410358,2020,6.611110999999999,20.939444
Rwanda,150,3.312299967,0.76001043,0.54083544,0.610988464,0.9005894059999999,0.183541179,0.055483952,2020,-1.940278,29.873888
Zimbabwe,151,3.2992000580000003,0.78657117,0.7630927559999999,0.5561726,0.711457908,0.81023699,-0.072063953,2020,-19.015438,29.154857
South Sudan,152,2.8166000839999996,0.74253597,0.553707123,0.51,0.451313615,0.7634173040000001,0.016518548,2020,6.876991899999999,31.3069788
Afghanistan,153,2.566900015,0.74628606,0.470366955,0.525900002,0.39657300700000003,0.9336865540000001,-0.0964294,2020,33.93911,67.709953
